call_type,latitude,longitude
Medical Incident,37.76088893,-122.4350007
Medical Incident,37.76069248,-122.5011073
Outside Fire,37.73968078,-122.4088831
Medical Incident,37.70978307,-122.4514437
Medical Incident,37.76687703,-122.4241853
Structure Fire,37.78081065,-122.4900947
Medical Incident,37.76565367,-122.4506695
Alarms,37.77585486,-122.4456144
Alarms,37.78573679,-122.3891244
Medical Incident,37.79053181,-122.4039142
Train / Rail Incident,37.79282365,-122.3970342
Medical Incident,37.78512515,-122.404966
Medical Incident,37.78373004,-122.4137537
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.79705855,-122.4060302
Medical Incident,37.80639481,-122.4145981
Other,37.77663016,-122.4253995
Medical Incident,37.77126742,-122.4370456
Medical Incident,37.78002149,-122.4321144
Alarms,37.73665459,-122.4223152
Medical Incident,37.73227136,-122.4188971
Medical Incident,37.73970783,-122.4159127
Medical Incident,37.78026013,-122.4185985
Medical Incident,37.77604635,-122.4112888
Medical Incident,37.75650606,-122.4210104
Medical Incident,37.76354593,-122.4787325
Medical Incident,37.79997798,-122.4428461
Medical Incident,37.7911188,-122.416758
Alarms,37.76612595,-122.422073
Vehicle Fire,37.7602986,-122.5075295
Medical Incident,37.72848585,-122.3845563
Medical Incident,37.80846869,-122.4133334
Traffic Collision,37.8080501,-122.4098773
Medical Incident,37.79788774,-122.4104282
Medical Incident,37.80639481,-122.4145981
Medical Incident,37.78880754,-122.4118857
Citizen Assist / Service Call,37.78429938,-122.4101413
Structure Fire,37.79176907,-122.4294268
Medical Incident,37.7659078,-122.4561869
Traffic Collision,37.78019303,-122.4270168
Alarms,37.78894504,-122.4262523
Traffic Collision,37.75008261,-122.4433473
Other,37.81052072,-122.3651383
Medical Incident,37.79454148,-122.4512351
Alarms,37.72585162,-122.4027857
Medical Incident,37.72801451,-122.4422949
Medical Incident,37.73425007,-122.3905725
Medical Incident,37.77092486,-122.410556
Medical Incident,37.74632295,-122.4850567
Medical Incident,37.77883232,-122.4156425
Medical Incident,37.78268537,-122.4224637
Medical Incident,37.79393501,-122.4230488
Medical Incident,37.78604472,-122.4265141
Medical Incident,37.75362875,-122.3955231
Medical Incident,37.78817789,-122.4168272
Medical Incident,37.73406561,-122.4258713
Medical Incident,37.76565367,-122.4506695
Medical Incident,37.71158164,-122.4279656
Medical Incident,37.78626844,-122.4129972
Medical Incident,37.80336332,-122.4241077
Structure Fire,37.78079208,-122.4083857
Medical Incident,37.7736353,-122.4409218
Medical Incident,37.77745742,-122.4131577
Citizen Assist / Service Call,37.79779506,-122.4145842
Medical Incident,37.76301509,-122.468317
Alarms,37.78894504,-122.4262523
Alarms,37.78573679,-122.3891244
Medical Incident,37.78479798,-122.4396639
Medical Incident,37.7839758,-122.4622784
Alarms,37.78573679,-122.3891244
Medical Incident,37.80318421,-122.4142523
Medical Incident,37.77883232,-122.4156425
Medical Incident,37.78594273,-122.4189026
Medical Incident,37.75858655,-122.4718336
Medical Incident,37.75650606,-122.4210104
Medical Incident,37.78255866,-122.438886
Alarms,37.77585486,-122.4456144
Structure Fire,37.79176907,-122.4294268
Medical Incident,37.7881345,-122.3903195
Vehicle Fire,37.78607898,-122.3930243
Medical Incident,37.78026013,-122.4185985
Alarms,37.7646501,-122.4519022
Medical Incident,37.78594273,-122.4189026
Medical Incident,37.79411691,-122.3965564
Medical Incident,37.78594273,-122.4189026
Gas Leak (Natural and LP Gases),37.73641225,-122.3829196
Structure Fire,37.78729792,-122.4098339
Medical Incident,37.80305688,-122.433328
Citizen Assist / Service Call,37.76684557,-122.4299996
Medical Incident,37.78084898,-122.4107726
Medical Incident,37.79230773,-122.4150025
Traffic Collision,37.78019303,-122.4270168
Traffic Collision,37.78019303,-122.4270168
Medical Incident,37.78691269,-122.4097562
Structure Fire,37.76483627,-122.469657
Medical Incident,37.75125254,-122.4214474
Medical Incident,37.75629756,-122.4178044
Medical Incident,37.77591187,-122.4184636
Alarms,37.76612595,-122.422073
Medical Incident,37.77723714,-122.4844589
Train / Rail Incident,37.79282365,-122.3970342
Medical Incident,37.7965422,-122.41789
Medical Incident,37.80018312,-122.4183991
Citizen Assist / Service Call,37.78429938,-122.4101413
Medical Incident,37.75144383,-122.4182976
Medical Incident,37.72664748,-122.393867
Vehicle Fire,37.7602986,-122.5075295
Medical Incident,37.78084898,-122.4107726
Medical Incident,37.77273718,-122.4104337
Medical Incident,37.79997798,-122.4428461
Alarms,37.78937035,-122.4145392
Alarms,37.7646501,-122.4519022
Medical Incident,37.72941909,-122.4044119
Structure Fire,37.76483627,-122.469657
Structure Fire,37.77533224,-122.3972063
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.78474386,-122.4330671
Medical Incident,37.77745742,-122.4131577
Medical Incident,37.77092486,-122.410556
Medical Incident,37.77644368,-122.4097748
Medical Incident,37.77762424,-122.3999811
Structure Fire,37.75223946,-122.4184453
Medical Incident,37.78121703,-122.4570015
Alarms,37.7497417,-122.4073956
Medical Incident,37.78255866,-122.438886
Alarms,37.78491088,-122.4995146
Medical Incident,37.77393927,-122.4129479
Structure Fire,37.72190492,-122.454617
Medical Incident,37.79056524,-122.4055737
Structure Fire,37.80780312,-122.4190861
Medical Incident,37.76354593,-122.4787325
Medical Incident,37.79990525,-122.4395033
Structure Fire,37.78272397,-122.3961679
Medical Incident,37.78480741,-122.4094717
Medical Incident,37.783052,-122.4200103
Medical Incident,37.78474386,-122.4330671
Structure Fire,37.78272397,-122.3961679
Citizen Assist / Service Call,37.77679059,-122.4942408
Medical Incident,37.7837893,-122.4092663
Alarms,37.78937035,-122.4145392
Medical Incident,37.78332633,-122.4403249
Medical Incident,37.76095474,-122.4339036
Alarms,37.77585486,-122.4456144
Medical Incident,37.74553424,-122.451624
Medical Incident,37.76817787,-122.4107307
Alarms,37.73696234,-122.4125534
Alarms,37.78347684,-122.4124351
Medical Incident,37.76571899,-122.4095207
Medical Incident,37.76391304,-122.4462284
Medical Incident,37.78927391,-122.4270918
Medical Incident,37.7459563,-122.4542399
Medical Incident,37.75628408,-122.493745
Medical Incident,37.783052,-122.4200103
Medical Incident,37.78191397,-122.4130322
Medical Incident,37.77499175,-122.4131611
Medical Incident,37.79393501,-122.4230488
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.78268537,-122.4224637
Other,37.81052072,-122.3651383
Medical Incident,37.76301509,-122.468317
Medical Incident,37.77499175,-122.4131611
Structure Fire,37.79176907,-122.4294268
Medical Incident,37.78594273,-122.4189026
Medical Incident,37.73105364,-122.4763839
Medical Incident,37.78300408,-122.4124117
Citizen Assist / Service Call,37.71226467,-122.4729324
Outside Fire,37.7836191,-122.4226525
Medical Incident,37.78691269,-122.4097562
Medical Incident,37.74164175,-122.4864128
Medical Incident,37.71243247,-122.41466
Medical Incident,37.75629756,-122.4178044
Vehicle Fire,37.76070861,-122.4994966
Medical Incident,37.78186545,-122.4142853
Medical Incident,37.75995363,-122.4371836
Structure Fire,37.79176907,-122.4294268
Medical Incident,37.78092669,-122.4108704
Alarms,37.74955701,-122.4295304
Train / Rail Incident,37.79282365,-122.3970342
Medical Incident,37.78691269,-122.4097562
Medical Incident,37.75946872,-122.4639158
Medical Incident,37.72670329,-122.45637
Medical Incident,37.73559052,-122.3904163
Vehicle Fire,37.76070861,-122.4994966
Medical Incident,37.79282365,-122.3970342
Medical Incident,37.78204421,-122.4085195
Alarms,37.78937035,-122.4145392
Medical Incident,37.78188029,-122.4324905
Alarms,37.76362723,-122.3897234
Alarms,37.75809277,-122.4146847
Medical Incident,37.76324734,-122.4523848
Medical Incident,37.76750446,-122.4289486
Medical Incident,37.77743192,-122.4801738
Medical Incident,37.76351584,-122.4261187
Medical Incident,37.77745742,-122.4131577
Medical Incident,37.7919345,-122.48005
Alarms,37.78418176,-122.4144042
Alarms,37.79047504,-122.390556
Structure Fire,37.77237193,-122.4321179
Alarms,37.78573679,-122.3891244
Medical Incident,37.78086621,-122.4288032
Medical Incident,37.78480739,-122.4136154
Medical Incident,37.76183586,-122.4193593
Medical Incident,37.80897679,-122.4746096
Medical Incident,37.76101057,-122.4119195
Vehicle Fire,37.76070861,-122.4994966
Medical Incident,37.73944979,-122.4738323
Alarms,37.80066672,-122.4412045
Medical Incident,37.72848585,-122.3845563
Medical Incident,37.73559052,-122.3904163
Medical Incident,37.80318421,-122.4142523
Medical Incident,37.77592749,-122.5115574
Medical Incident,37.71751457,-122.4493591
Medical Incident,37.80846869,-122.4133334
Medical Incident,37.77247753,-122.3895185
Medical Incident,37.79046318,-122.4059415
Medical Incident,37.72854447,-122.4756468
Medical Incident,37.77441259,-122.4092424
Medical Incident,37.77639645,-122.4618699
Medical Incident,37.70862411,-122.4403406
Alarms,37.73696234,-122.4125534
Alarms,37.7646501,-122.4519022
Medical Incident,37.78233759,-122.4138914
Citizen Assist / Service Call,37.78439649,-122.4169005
Medical Incident,37.76069248,-122.5011073
Structure Fire,37.76483627,-122.469657
Alarms,37.78894504,-122.4262523
Medical Incident,37.77871943,-122.4147412
Medical Incident,37.72694992,-122.4760395
Medical Incident,37.72143272,-122.404226
Medical Incident,37.77916742,-122.4063464
Medical Incident,37.80764239,-122.4199036
Medical Incident,37.78474386,-122.4330671
Structure Fire,37.72190492,-122.454617
Medical Incident,37.73970783,-122.4159127
Structure Fire,37.78079208,-122.4083857
Vehicle Fire,37.76070861,-122.4994966
Traffic Collision,37.77173646,-122.4236734
Medical Incident,37.78383444,-122.4129305
Structure Fire,37.78272397,-122.3961679
Train / Rail Incident,37.79282365,-122.3970342
Structure Fire,37.77237193,-122.4321179
Medical Incident,37.78071449,-122.4084837
Medical Incident,37.72941909,-122.4044119
Medical Incident,37.77604635,-122.4112888
Citizen Assist / Service Call,37.74295557,-122.4778362
Alarms,37.78284503,-122.4132218
Other,37.75048161,-122.4057404
Medical Incident,37.78097102,-122.4321664
Medical Incident,37.77723714,-122.4844589
Alarms,37.80066672,-122.4412045
Medical Incident,37.75463968,-122.4310643
Medical Incident,37.74878149,-122.4657767
Structure Fire,37.78079208,-122.4083857
Medical Incident,37.73400853,-122.4933454
Medical Incident,37.78423574,-122.4177068
Medical Incident,37.79056524,-122.4055737
Medical Incident,37.70862411,-122.4403406
Medical Incident,37.7839758,-122.4622784
Medical Incident,37.77592749,-122.5115574
Alarms,37.73696234,-122.4125534
Structure Fire,37.78079208,-122.4083857
Medical Incident,37.78691269,-122.4097562
Medical Incident,37.73049345,-122.4334674
Medical Incident,37.78708179,-122.4258678
Medical Incident,37.8077535,-122.415641
Medical Incident,37.75629756,-122.4178044
Medical Incident,37.77723714,-122.4844589
Medical Incident,37.75858655,-122.4718336
Medical Incident,37.7386512,-122.4134063
Medical Incident,37.71452798,-122.4017504
Medical Incident,37.75995363,-122.4371836
Medical Incident,37.78186545,-122.4142853
Medical Incident,37.70862411,-122.4403406
Medical Incident,37.76483627,-122.469657
Medical Incident,37.78605122,-122.4189243
Alarms,37.78937035,-122.4145392
Structure Fire,37.78079208,-122.4083857
Medical Incident,37.72801451,-122.4422949
Vehicle Fire,37.76070861,-122.4994966
Medical Incident,37.78332633,-122.4403249
Medical Incident,37.71518512,-122.4679372
Medical Incident,37.71947119,-122.4512644
Medical Incident,37.78434927,-122.4093092
Alarms,37.73665459,-122.4223152
Medical Incident,37.76351584,-122.4261187
Medical Incident,37.78234047,-122.4037719
Alarms,37.72585162,-122.4027857
Medical Incident,37.7122554,-122.4171044
Medical Incident,37.78086621,-122.4288032
Alarms,37.80066672,-122.4412045
Medical Incident,37.78575696,-122.4248411
Medical Incident,37.78188029,-122.4324905
Vehicle Fire,37.76070861,-122.4994966
Medical Incident,37.7736353,-122.4409218
Medical Incident,37.78480741,-122.4094717
Medical Incident,37.78084898,-122.4107726
Alarms,37.74955701,-122.4295304
Medical Incident,37.77564547,-122.4124325
Medical Incident,37.72848585,-122.3845563
Alarms,37.76362723,-122.3897234
Medical Incident,37.76317384,-122.5072654
Medical Incident,37.8080501,-122.4098773
Medical Incident,37.75629756,-122.4178044
Traffic Collision,37.77173646,-122.4236734
Medical Incident,37.78004039,-122.4831181
Medical Incident,37.75946872,-122.4639158
Medical Incident,37.77948978,-122.4073764
Medical Incident,37.78284503,-122.4132218
Alarms,37.76362723,-122.3897234
Medical Incident,37.78491618,-122.41195
Medical Incident,37.79226564,-122.4153324
Medical Incident,37.72664748,-122.393867
Medical Incident,37.79238325,-122.4210529
Other,37.80229752,-122.4433868
Medical Incident,37.77775881,-122.4081124
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.75629756,-122.4178044
Medical Incident,37.78086621,-122.4288032
Medical Incident,37.77311248,-122.3966401
Medical Incident,37.80558464,-122.4119727
Medical Incident,37.72342964,-122.4535824
Traffic Collision,37.78019303,-122.4270168
Medical Incident,37.78628053,-122.4549231
Medical Incident,37.78512515,-122.404966
Alarms,37.76362723,-122.3897234
Train / Rail Incident,37.79282365,-122.3970342
Medical Incident,37.78211912,-122.3968414
Medical Incident,37.78558247,-122.4146172
Traffic Collision,37.75529478,-122.4209641
Medical Incident,37.76571899,-122.4095207
Medical Incident,37.77502775,-122.4563099
Medical Incident,37.77386178,-122.413046
Medical Incident,37.80547381,-122.4075701
Medical Incident,37.78383444,-122.4129305
Medical Incident,37.77916742,-122.4063464
Medical Incident,37.76287767,-122.419529
Medical Incident,37.7824485,-122.4163274
Medical Incident,37.77004532,-122.4503805
Medical Incident,37.7257686,-122.413836
Water Rescue,37.80516257,-122.4329574
Traffic Collision,37.76274334,-122.4043843
Medical Incident,37.78325366,-122.3997012
Outside Fire,37.7984297,-122.4022286
Medical Incident,37.78097118,-122.4087087
Outside Fire,37.78053538,-122.4081608
Medical Incident,37.71622823,-122.4326004
Medical Incident,37.79093501,-122.4182235
Alarms,37.78274397,-122.4148848
Medical Incident,37.78047851,-122.4125123
Medical Incident,37.7330297,-122.4342263
Outside Fire,37.78399149,-122.4080665
Medical Incident,37.77678088,-122.3968079
Medical Incident,37.76141313,-122.4272205
Medical Incident,37.74201996,-122.4778388
Medical Incident,37.78213725,-122.3978145
Vehicle Fire,37.76062672,-122.4393368
Medical Incident,37.77655012,-122.4330285
Alarms,37.79348808,-122.398206
Water Rescue,37.80516257,-122.4329574
Medical Incident,37.77733615,-122.5028066
Medical Incident,37.79443401,-122.3977963
Medical Incident,37.77709218,-122.4105058
Medical Incident,37.78611721,-122.4198542
Medical Incident,37.78528292,-122.4094975
Medical Incident,37.71818958,-122.4278414
Medical Incident,37.78009258,-122.4847323
Medical Incident,37.78246842,-122.4485906
Structure Fire,37.73311755,-122.457641
Outside Fire,37.7483897,-122.3951018
Medical Incident,37.77995613,-122.4664266
Water Rescue,37.80516257,-122.4329574
Medical Incident,37.78366898,-122.4109266
Structure Fire,37.78605985,-122.4146436
Medical Incident,37.7731448,-122.3914729
Medical Incident,37.75382705,-122.4388109
Medical Incident,37.76974505,-122.4451837
Medical Incident,37.78338624,-122.4098537
Medical Incident,37.78212058,-122.4612042
Medical Incident,37.78047851,-122.4125123
Medical Incident,37.77848912,-122.4182266
Traffic Collision,37.73181989,-122.4054121
Medical Incident,37.79093501,-122.4182235
Traffic Collision,37.76274334,-122.4043843
Medical Incident,37.78366898,-122.4109266
Medical Incident,37.72566405,-122.4353138
Medical Incident,37.78904469,-122.4245911
Medical Incident,37.76410441,-122.421878
Medical Incident,37.77638422,-122.4212604
Medical Incident,37.77269482,-122.4221883
Medical Incident,37.78409104,-122.4117844
Medical Incident,37.71226467,-122.4729324
Medical Incident,37.79655825,-122.396189
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.78420567,-122.4076127
Alarms,37.78086621,-122.4288032
Medical Incident,37.79443401,-122.3977963
Medical Incident,37.73040266,-122.4203067
Traffic Collision,37.76484591,-122.500857
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.77533039,-122.3949996
Medical Incident,37.73422793,-122.4473831
Medical Incident,37.78002149,-122.4321144
Water Rescue,37.79152537,-122.4834802
Traffic Collision,37.76484591,-122.500857
Medical Incident,37.78756802,-122.4065899
Medical Incident,37.78213725,-122.3978145
Medical Incident,37.78491247,-122.4086486
Medical Incident,37.74546769,-122.4845284
Medical Incident,37.78738198,-122.396478
Water Rescue,37.80516257,-122.4329574
Traffic Collision,37.81052072,-122.3651383
Medical Incident,37.7731448,-122.3914729
Medical Incident,37.78399149,-122.4080665
Medical Incident,37.74140046,-122.4379918
Medical Incident,37.79729803,-122.4338467
Medical Incident,37.73181989,-122.4054121
Alarms,37.7588569,-122.4029057
Medical Incident,37.72045775,-122.437031
Medical Incident,37.77931171,-122.3978496
Medical Incident,37.77772634,-122.409606
Medical Incident,37.78511799,-122.4187355
Medical Incident,37.70893522,-122.4270135
Other,37.78943368,-122.406957
Medical Incident,37.78326781,-122.4140793
Medical Incident,37.75563411,-122.4154733
Structure Fire,37.78626844,-122.4129972
Medical Incident,37.783052,-122.4200103
Medical Incident,37.76405723,-122.4233835
Medical Incident,37.77210826,-122.4304339
Medical Incident,37.783052,-122.4200103
Medical Incident,37.72246522,-122.4364682
Medical Incident,37.7605828,-122.5010996
Medical Incident,37.78331041,-122.3883799
Medical Incident,37.77433758,-122.5069584
Medical Incident,37.80566745,-122.4127664
Medical Incident,37.76654458,-122.3950605
Medical Incident,37.76441225,-122.4792634
Structure Fire,37.73311755,-122.457641
Alarms,37.77626951,-122.4172576
Structure Fire,37.78605985,-122.4146436
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.78491618,-122.41195
Outside Fire,37.77969101,-122.3915888
Medical Incident,37.7605828,-122.5010996
Medical Incident,37.79426942,-122.4138404
Medical Incident,37.78294352,-122.4199884
Alarms,37.75729278,-122.3957719
Medical Incident,37.71945734,-122.3982428
Medical Incident,37.7777436,-122.4181615
Medical Incident,37.77781015,-122.4302702
Medical Incident,37.78003611,-122.4167895
Structure Fire,37.77966604,-122.4137112
Medical Incident,37.76824173,-122.419598
Medical Incident,37.78213725,-122.3978145
Medical Incident,37.77953108,-122.4135425
Medical Incident,37.7330297,-122.4342263
Medical Incident,37.7777436,-122.4181615
Medical Incident,37.79677684,-122.4006813
Medical Incident,37.78600483,-122.3950773
Medical Incident,37.77772634,-122.409606
Medical Incident,37.79267991,-122.4329176
Medical Incident,37.76441225,-122.4792634
Medical Incident,37.76813267,-122.4374544
Medical Incident,37.79804495,-122.3963671
Structure Fire,37.78605985,-122.4146436
Citizen Assist / Service Call,37.71228275,-122.4065286
Medical Incident,37.78611721,-122.4198542
Alarms,37.76558715,-122.4242976
Medical Incident,37.74075749,-122.5067435
Structure Fire,37.77825102,-122.4198832
Medical Incident,37.7933591,-122.3987816
Medical Incident,37.78543304,-122.419639
Medical Incident,37.71225109,-122.3945464
Water Rescue,37.80516257,-122.4329574
Alarms,37.78741965,-122.392776
Medical Incident,37.78611721,-122.4198542
Traffic Collision,37.71165504,-122.4150805
Traffic Collision,37.81052072,-122.3651383
Medical Incident,37.78332633,-122.4403249
Other,37.76719155,-122.4312218
Medical Incident,37.73181989,-122.4054121
Medical Incident,37.80210989,-122.4298295
Medical Incident,37.7306061,-122.3882923
Medical Incident,37.77781015,-122.4302702
Medical Incident,37.71340778,-122.4635585
Medical Incident,37.77588509,-122.4303653
Medical Incident,37.78543304,-122.419639
Medical Incident,37.78552674,-122.411301
Medical Incident,37.76441225,-122.4792634
Structure Fire,37.78626844,-122.4129972
Medical Incident,37.78351007,-122.4053955
Medical Incident,37.71813379,-122.3854834
Medical Incident,37.76606306,-122.4299261
Medical Incident,37.77737697,-122.4813828
Traffic Collision,37.73181989,-122.4054121
Medical Incident,37.77680419,-122.4390216
Medical Incident,37.74876648,-122.4067578
Medical Incident,37.74914844,-122.3859642
Medical Incident,37.76123422,-122.4081943
Medical Incident,37.73267812,-122.4058214
Medical Incident,37.80780312,-122.4190861
Medical Incident,37.78191397,-122.4130322
Vehicle Fire,37.79949773,-122.4426786
Medical Incident,37.78191397,-122.4130322
Medical Incident,37.78383444,-122.4129305
Medical Incident,37.74984462,-122.4181426
Medical Incident,37.7933591,-122.3987816
Medical Incident,37.77126742,-122.4370456
Traffic Collision,37.81052072,-122.3651383
Medical Incident,37.77585486,-122.4456144
Medical Incident,37.76974505,-122.4451837
Medical Incident,37.79346693,-122.4195791
Medical Incident,37.71645955,-122.4410196
Structure Fire,37.78506174,-122.4264301
Medical Incident,37.75219765,-122.3974777
Structure Fire,37.77966604,-122.4137112
Outside Fire,37.7900296,-122.3925839
Medical Incident,37.80447272,-122.4155626
Medical Incident,37.78640961,-122.4080362
Medical Incident,37.77609673,-122.4085643
Medical Incident,37.77668841,-122.4263795
Traffic Collision,37.76464569,-122.4263817
Structure Fire,37.71219584,-122.4208389
Medical Incident,37.7125873,-122.4135429
Medical Incident,37.77745742,-122.4131577
Medical Incident,37.73422793,-122.4473831
Medical Incident,37.78892246,-122.4016327
Traffic Collision,37.81052072,-122.3651383
Medical Incident,37.78229062,-122.4401195
Medical Incident,37.7314335,-122.4522805
Medical Incident,37.78898903,-122.3922417
Medical Incident,37.75562145,-122.3957626
Citizen Assist / Service Call,37.76303087,-122.4262285
Water Rescue,37.79152537,-122.4834802
Medical Incident,37.77325947,-122.510037
Medical Incident,37.74831451,-122.4835818
Medical Incident,37.78751788,-122.4074193
Medical Incident,37.7333276,-122.4307162
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.7696026,-122.4263094
Medical Incident,37.7579696,-122.4167271
Medical Incident,37.78611721,-122.4198542
Structure Fire,37.78605985,-122.4146436
Medical Incident,37.76177683,-122.4351517
Medical Incident,37.78290069,-122.4860861
Medical Incident,37.7998741,-122.4132847
Medical Incident,37.76930364,-122.4426108
Medical Incident,37.78429938,-122.4101413
Medical Incident,37.76063768,-122.4258437
Medical Incident,37.715431,-122.4429509
Medical Incident,37.78480741,-122.4094717
Structure Fire,37.71219584,-122.4208389
Medical Incident,37.72045775,-122.437031
Medical Incident,37.75011834,-122.390433
Traffic Collision,37.77967359,-122.4235413
Medical Incident,37.71901187,-122.4804507
Structure Fire,37.73311755,-122.457641
Medical Incident,37.75562145,-122.3957626
Medical Incident,37.7563633,-122.4167121
Medical Incident,37.79299995,-122.4237055
Smoke Investigation (Outside),37.76571899,-122.4095207
Medical Incident,37.77667245,-122.3945574
Medical Incident,37.79006977,-122.4001732
Medical Incident,37.74617572,-122.4460132
Medical Incident,37.7145672,-122.4426615
Medical Incident,37.78499964,-122.4210923
Traffic Collision,37.81052072,-122.3651383
Structure Fire,37.71219584,-122.4208389
Alarms,37.78274397,-122.4148848
Medical Incident,37.78820802,-122.4184438
Medical Incident,37.77745742,-122.4131577
Alarms,37.77626951,-122.4172576
Medical Incident,37.77133274,-122.4294484
Medical Incident,37.78113616,-122.4120241
Medical Incident,37.78176159,-122.4110582
Medical Incident,37.7866625,-122.4291682
Medical Incident,37.78594273,-122.4189026
Medical Incident,37.78196065,-122.4022241
Medical Incident,37.7866625,-122.4291682
Structure Fire,37.78626844,-122.4129972
Medical Incident,37.78382412,-122.4210084
Medical Incident,37.78431101,-122.3951606
Structure Fire,37.73311755,-122.457641
Medical Incident,37.75406528,-122.4215663
Medical Incident,37.77771244,-122.4127367
Structure Fire,37.78506174,-122.4264301
Medical Incident,37.78065583,-122.4723123
Structure Fire,37.76613439,-122.4219351
Medical Incident,37.78751788,-122.4074193
Medical Incident,37.79233319,-122.4218845
Medical Incident,37.73459101,-122.386906
Medical Incident,37.78065583,-122.4723123
Alarms,37.78741965,-122.392776
Alarms,37.78741965,-122.392776
Water Rescue,37.80516257,-122.4329574
Medical Incident,37.78325366,-122.3997012
Medical Incident,37.73490503,-122.3863042
Medical Incident,37.78820802,-122.4184438
Alarms,37.78409104,-122.4117844
Medical Incident,37.72964281,-122.3923586
Structure Fire,37.77646431,-122.4262633
Medical Incident,37.7605828,-122.5010996
Medical Incident,37.71340778,-122.4635585
Medical Incident,37.78196065,-122.4022241
Medical Incident,37.74831451,-122.4835818
Medical Incident,37.79489494,-122.4299893
Medical Incident,37.7407107,-122.4862795
Medical Incident,37.78904469,-122.4245911
Medical Incident,37.78575147,-122.409522
Medical Incident,37.74984462,-122.4181426
Medical Incident,37.77680494,-122.4124363
Medical Incident,37.78399149,-122.4080665
Medical Incident,37.71986848,-122.3909048
Medical Incident,37.78332633,-122.4403249
Medical Incident,37.76177683,-122.4351517
Medical Incident,37.77655012,-122.4330285
Medical Incident,37.7379554,-122.3895874
Medical Incident,37.78338624,-122.4098537
Medical Incident,37.72381994,-122.4284197
Structure Fire,37.76613439,-122.4219351
Medical Incident,37.78409104,-122.4117844
Alarms,37.75729278,-122.3957719
Medical Incident,37.71751457,-122.4493591
Medical Incident,37.76972086,-122.4179492
Medical Incident,37.77585486,-122.4456144
Medical Incident,37.78351007,-122.4053955
Medical Incident,37.76367372,-122.4102349
Medical Incident,37.78191397,-122.4130322
Medical Incident,37.78092669,-122.4108704
Alarms,37.78832457,-122.3939113
Alarms,37.79342018,-122.4093887
Citizen Assist / Service Call,37.78316343,-122.4115993
Medical Incident,37.78003611,-122.4167895
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.77325947,-122.510037
Medical Incident,37.77771244,-122.4127367
Medical Incident,37.78491618,-122.41195
Medical Incident,37.76606306,-122.4299261
Medical Incident,37.79677684,-122.4006813
Medical Incident,37.73408651,-122.4340661
Medical Incident,37.77210826,-122.4304339
Medical Incident,37.72246522,-122.4364682
Medical Incident,37.77762424,-122.3999811
Medical Incident,37.73267812,-122.4058214
Medical Incident,37.74075749,-122.5067435
Medical Incident,37.76123422,-122.4081943
Structure Fire,37.76613439,-122.4219351
Medical Incident,37.71667312,-122.4741737
Medical Incident,37.77450938,-122.4486867
Medical Incident,37.78114586,-122.409026
Medical Incident,37.71905983,-122.3846557
Alarms,37.76632253,-122.4247239
Medical Incident,37.78244404,-122.4205745
Alarms,37.78086621,-122.4288032
Medical Incident,37.78127215,-122.4255493
Water Rescue,37.79152537,-122.4834802
Medical Incident,37.80210989,-122.4298295
Medical Incident,37.7696026,-122.4263094
Medical Incident,37.77931171,-122.3978496
Medical Incident,37.75300403,-122.4063362
Medical Incident,37.80087469,-122.4269791
Medical Incident,37.79006977,-122.4001732
Alarms,37.79342018,-122.4093887
Medical Incident,37.78326781,-122.4140793
Traffic Collision,37.81052072,-122.3651383
Medical Incident,37.74719549,-122.4877321
Gas Leak (Natural and LP Gases),37.7696026,-122.4263094
Medical Incident,37.77210826,-122.4304339
Medical Incident,37.7890669,-122.3923394
Medical Incident,37.78447874,-122.4042669
Alarms,37.79342018,-122.4093887
Medical Incident,37.7939198,-122.4415483
Traffic Collision,37.78677895,-122.398257
Medical Incident,37.78366898,-122.4109266
Citizen Assist / Service Call,37.78965295,-122.4047925
Medical Incident,37.73737221,-122.4699399
Medical Incident,37.78034755,-122.406488
Smoke Investigation (Outside),37.74404593,-122.3903279
Medical Incident,37.77709218,-122.4105058
Medical Incident,37.79774954,-122.4153841
Medical Incident,37.79984295,-122.4360462
Medical Incident,37.79267991,-122.4329176
Outside Fire,37.76080169,-122.4355523
Medical Incident,37.79984295,-122.4360462
Medical Incident,37.77762424,-122.3999811
Vehicle Fire,37.76062672,-122.4393368
Medical Incident,37.71945734,-122.3982428
Medical Incident,37.77533039,-122.3949996
Medical Incident,37.79464788,-122.4049044
Medical Incident,37.7683148,-122.4276823
Medical Incident,37.79346693,-122.4195791
Traffic Collision,37.71165504,-122.4150805
Medical Incident,37.78114586,-122.409026
Medical Incident,37.78153743,-122.4095183
Medical Incident,37.78543304,-122.419639
Alarms,37.78409104,-122.4117844
Medical Incident,37.77779901,-122.4002978
Structure Fire,37.76613439,-122.4219351
Medical Incident,37.78876833,-122.40843
Medical Incident,37.72198241,-122.4313601
Medical Incident,37.76418195,-122.4205757
Medical Incident,37.78368634,-122.4107899
