final_priority,latitude,longitude
3,37.77762424,-122.3999811
2,37.75703373,-122.4767584
2,37.78756802,-122.4065899
3,37.77753424,-122.4408637
3,37.73167727,-122.3989941
3,37.78100938,-122.4858074
3,37.78092685,-122.4136764
3,37.78048214,-122.4523933
3,37.79463342,-122.4324651
3,37.79564935,-122.4132086
3,37.73301878,-122.4164999
2,37.78594273,-122.4189026
2,37.78776777,-122.4001994
3,37.75395724,-122.4828994
3,37.79128831,-122.430103
3,37.78161679,-122.3890918
2,37.77604635,-122.4112888
3,37.78512851,-122.4144554
2,37.78294352,-122.4199884
3,37.73335242,-122.4827513
2,37.7563941,-122.4036384
3,37.79049499,-122.4087846
3,37.78916563,-122.4313629
3,37.77342773,-122.4192003
3,37.78667106,-122.4509263
3,37.73167727,-122.3989941
2,37.78594273,-122.4189026
3,37.79564935,-122.4132086
2,37.78625986,-122.4172796
2,37.78832457,-122.3939113
2,37.77941594,-122.4783046
3,37.80086616,-122.4354272
3,37.756508,-122.406541
3,37.78305497,-122.4115773
2,37.77769966,-122.4046055
3,37.80435948,-122.4088391
3,37.80324827,-122.4434397
3,37.7881263,-122.4176572
2,37.75730761,-122.4066198
3,37.75063965,-122.4182879
3,37.79564935,-122.4132086
3,37.78947882,-122.4145611
3,37.79282365,-122.3970342
3,37.78512851,-122.4144554
3,37.78901634,-122.4102424
3,37.80086616,-122.4354272
3,37.78512851,-122.4144554
3,37.7875045,-122.4141637
3,37.77432529,-122.4171041
2,37.7942856,-122.4096996
3,37.75893132,-122.4213826
3,37.79466465,-122.4047676
3,37.78207307,-122.4122207
3,37.73740625,-122.4240401
3,37.77153763,-122.4182996
3,37.76418988,-122.4204377
3,37.79104934,-122.4452866
3,37.79564935,-122.4132086
2,37.78255696,-122.4163494
3,37.77295176,-122.4280904
3,37.77781034,-122.4136995
2,37.82612913,-122.3704666
2,37.75714476,-122.4161677
3,37.76843814,-122.3974224
2,37.74190172,-122.4605173
3,37.78667106,-122.4509263
3,37.72615174,-122.3955539
3,37.78600483,-122.3950773
3,37.73332303,-122.4085947
2,37.7563941,-122.4036384
3,37.8083718,-122.4149943
3,37.78246842,-122.4485906
3,37.7142355,-122.4648496
3,37.79564935,-122.4132086
2,37.71226467,-122.4729324
3,37.77499175,-122.4131611
3,37.77435867,-122.4202543
3,37.77571453,-122.4768281
3,37.78430071,-122.4039407
3,37.73882143,-122.4856038
3,37.78512851,-122.4144554
2,37.7861514,-122.4172576
3,37.76645441,-122.3973857
3,37.78367395,-122.415073
2,37.78958038,-122.4128912
2,37.73336134,-122.4038843
3,37.78430071,-122.4039407
2,37.74105755,-122.40648
3,37.78071918,-122.4153156
3,37.73167727,-122.3989941
3,37.78202549,-122.4848743
3,37.74823739,-122.4091747
3,37.77113513,-122.4268069
3,37.79564935,-122.4132086
2,37.72622242,-122.3922355
3,37.79049499,-122.4087846
2,37.78191397,-122.4130322
2,37.72251889,-122.3941441
3,37.73882143,-122.4856038
3,37.77342773,-122.4192003
3,37.77985658,-122.4685642
2,37.75362875,-122.3955231
2,37.78625986,-122.4172796
3,37.78512851,-122.4144554
3,37.75583701,-122.4421232
3,37.73563597,-122.4184659
3,37.79786461,-122.4066679
3,37.72615174,-122.3955539
2,37.77233107,-122.5098968
3,37.7459563,-122.4542399
2,37.77438028,-122.3907359
3,37.77273718,-122.4104337
3,37.78383852,-122.4137755
3,37.79564935,-122.4132086
3,37.7943459,-122.4002624
3,37.80454206,-122.4336973
3,37.7868893,-122.4492824
2,37.78053538,-122.4081608
3,37.7883421,-122.4075755
2,37.78401492,-122.4175942
3,37.79838396,-122.4183555
3,37.79000194,-122.4247846
2,37.78885771,-122.4110531
3,37.79806278,-122.4240584
2,37.7330297,-122.4342263
2,37.73561218,-122.5025903
3,37.78926432,-122.4013755
2,37.78485253,-122.4656323
3,37.79250821,-122.3956731
2,37.76625361,-122.425864
2,37.8032233,-122.4025805
3,37.78075775,-122.4913021
3,37.74187968,-122.5008641
3,37.80377754,-122.4275669
2,37.77771244,-122.4127367
3,37.77878171,-122.4922327
2,37.77922305,-122.4825913
3,37.77346649,-122.4135469
3,37.78926495,-122.4120491
3,37.78153743,-122.4095183
3,37.7657833,-122.4075342
3,37.74823739,-122.4091747
3,37.78429938,-122.4101413
3,37.79564935,-122.4132086
2,37.7169306,-122.4411883
2,37.78316343,-122.4115993
3,37.78480739,-122.4136154
3,37.74823739,-122.4091747
3,37.78160513,-122.4163363
3,37.73606117,-122.4244663
2,37.72841816,-122.4573753
3,37.77803651,-122.4154291
2,37.72841816,-122.4573753
3,37.77153763,-122.4182996
3,37.79463342,-122.4324651
2,37.72251889,-122.3941441
2,37.78367395,-122.415073
3,37.78121703,-122.4570015
3,37.80086616,-122.4354272
3,37.78075775,-122.4913021
2,37.79007289,-122.3970833
3,37.74499622,-122.4752674
3,37.72825624,-122.397374
3,37.79000194,-122.4247846
3,37.77153763,-122.4182996
3,37.77957001,-122.411484
2,37.77465348,-122.4051182
3,37.71021741,-122.4669548
3,37.78512851,-122.4144554
2,37.73554376,-122.4976645
3,37.76214403,-122.4215515
3,37.78190429,-122.4173105
3,37.77802076,-122.4215207
3,37.71021741,-122.4669548
3,37.77953108,-122.4135425
2,37.78114586,-122.409026
3,37.71040922,-122.404226
2,37.78159559,-122.4121907
3,37.71912973,-122.4581009
2,37.78294352,-122.4199884
3,37.77985107,-122.5094329
3,37.71858899,-122.3962187
3,37.77530725,-122.4574433
3,37.82881381,-122.3762632
3,37.77710453,-122.3927504
3,37.78086621,-122.4288032
3,37.78393258,-122.4125953
2,37.74504842,-122.4940336
3,37.7581366,-122.4488073
3,37.78282703,-122.4288226
2,37.77391107,-122.3914406
3,37.76932252,-122.4485526
3,37.7553431,-122.4066811
2,37.77404134,-122.423188
3,37.78058034,-122.4767083
3,37.75703373,-122.4767584
3,37.76846225,-122.4312049
3,37.73941914,-122.3987075
3,37.77258279,-122.4304632
3,37.73956627,-122.4069786
3,37.78370693,-122.4085951
3,37.77753424,-122.4408637
3,37.72068206,-122.4451842
2,37.72189249,-122.3947088
3,37.78563178,-122.4137826
3,37.79115119,-122.4343619
3,37.79746472,-122.4146678
2,37.77269482,-122.4221883
3,37.82881381,-122.3762632
3,37.76937866,-122.4518657
2,37.78162724,-122.4934463
3,37.79046311,-122.4139159
3,37.71304378,-122.483644
2,37.72200161,-122.4013414
2,37.71226467,-122.4729324
3,37.76998561,-122.4432371
3,37.78313871,-122.4259287
3,37.76010129,-122.4214252
3,37.71310723,-122.3878337
3,37.79746897,-122.4069446
3,37.77228318,-122.4271796
2,37.74504842,-122.4940336
3,37.76684633,-122.4530012
3,37.78202244,-122.4130541
2,37.72009032,-122.4295992
2,37.78160513,-122.4163363
3,37.79537371,-122.4082345
2,37.75362875,-122.3955231
3,37.76423612,-122.4196598
3,37.73812754,-122.4240635
3,37.79145236,-122.4065433
3,37.73941914,-122.3987075
2,37.79004514,-122.4172048
3,37.72068206,-122.4451842
2,37.78428809,-122.416878
2,37.76491738,-122.4218864
3,37.76701047,-122.4220201
3,37.7931846,-122.3947725
3,37.74554995,-122.4357668
3,37.77850522,-122.4770999
2,37.79838277,-122.4290765
2,37.74942008,-122.4260668
3,37.78778674,-122.4030709
2,37.77046954,-122.4433117
3,37.72207829,-122.5017208
3,37.73941914,-122.3987075
3,37.77850522,-122.4770999
3,37.78603716,-122.4062129
2,37.78338624,-122.4098537
3,37.77228318,-122.4271796
3,37.76972086,-122.4179492
2,37.77779031,-122.4128343
2,37.72348506,-122.4546523
3,37.79342018,-122.4093887
3,37.78186545,-122.4142853
3,37.78988335,-122.4180124
3,37.75280308,-122.4666005
3,37.82881381,-122.3762632
3,37.80017956,-122.4074215
3,37.78594197,-122.4080127
2,37.78409104,-122.4117844
2,37.71731977,-122.4348836
3,37.80045186,-122.4386859
3,37.77409486,-122.4200014
3,37.79990525,-122.4395033
2,37.72582497,-122.4423244
3,37.77874221,-122.4304635
3,37.78869399,-122.4052212
2,37.71226467,-122.4729324
2,37.74140651,-122.4621625
3,37.75993451,-122.3987038
3,37.78001867,-122.4169262
2,37.78122345,-122.4089281
3,37.78048876,-122.3948973
3,37.78000587,-122.4119334
3,37.79537371,-122.4082345
3,37.77172395,-122.4168998
3,37.75009958,-122.4338988
2,37.7565504,-122.4469504
2,37.74504842,-122.4940336
3,37.73479736,-122.3906938
2,37.79838277,-122.4290765
2,37.76666722,-122.4297699
2,37.78383852,-122.4137755
2,37.75628408,-122.493745
3,37.76505134,-122.419669
3,37.79342018,-122.4093887
2,37.78160513,-122.4163363
3,37.76505134,-122.419669
3,37.76846225,-122.4312049
2,37.79050051,-122.4173664
2,37.78086102,-122.4890161
2,37.78611721,-122.4198542
3,37.78229614,-122.4059313
3,37.78153743,-122.4095183
2,37.73168937,-122.4385968
3,37.78824192,-122.4092402
3,37.73040087,-122.3784785
3,37.78047851,-122.4125123
3,37.78521973,-122.4066747
3,37.77228318,-122.4271796
2,37.76824603,-122.4533523
3,37.77465348,-122.4051182
3,37.7808487,-122.4042109
3,37.78186545,-122.4142853
3,37.7635007,-122.4342096
3,37.71857154,-122.4286418
3,37.76924706,-122.4269556
2,37.79868901,-122.4150619
3,37.74744531,-122.4186097
2,37.80067005,-122.4154208
2,37.71731977,-122.4348836
3,37.77258279,-122.4304632
3,37.7840683,-122.4602725
3,37.78594273,-122.4189026
3,37.79777923,-122.407828
2,37.72566405,-122.4353138
3,37.78372802,-122.4473684
3,37.76202937,-122.4295465
3,37.76511658,-122.4310228
3,37.75237279,-122.4162655
3,37.78313871,-122.4259287
3,37.77258279,-122.4304632
3,37.78810668,-122.3986867
3,37.78480739,-122.4136154
3,37.78434554,-122.4077851
3,37.72276069,-122.4550622
3,37.795649,-122.4091987
3,37.82881381,-122.3762632
3,37.74906582,-122.3864279
3,37.72569336,-122.4522897
2,37.76491738,-122.4218864
3,37.80036704,-122.4017108
3,37.76701047,-122.4220201
3,37.78065583,-122.4723123
2,37.79154569,-122.4200366
2,37.73382068,-122.3788522
3,37.78578701,-122.4125478
3,37.78802055,-122.4260616
3,37.78824192,-122.4092402
3,37.73416166,-122.4225345
3,37.75703373,-122.4767584
3,37.73531634,-122.4137055
2,37.78294352,-122.4199884
2,37.76974896,-122.4088819
3,37.77409486,-122.4200014
3,37.79109268,-122.4085075
3,37.78116435,-122.4520745
3,37.7581366,-122.4488073
2,37.78480739,-122.4136154
3,37.8038771,-122.4041571
3,37.78065583,-122.4723123
3,37.78698698,-122.4191104
2,37.77404333,-122.4143677
2,37.78708179,-122.4258678
2,37.7592203,-122.4633116
3,37.79050051,-122.4173664
2,37.78434554,-122.4077851
2,37.77651282,-122.4149667
3,37.72207829,-122.5017208
3,37.74962167,-122.4751508
3,37.72207829,-122.5017208
3,37.7840683,-122.4602725
2,37.76491738,-122.4218864
3,37.71021741,-122.4669548
3,37.76684633,-122.4530012
3,37.77177025,-122.4203444
3,37.77172395,-122.4168998
3,37.71857154,-122.4286418
3,37.78728904,-122.4242362
2,37.77952317,-122.4126393
3,37.79537371,-122.4082345
2,37.78356548,-122.4150511
2,37.7850961,-122.4127588
3,37.73845789,-122.4070545
2,37.78428809,-122.416878
3,37.77850522,-122.4770999
3,37.76227855,-122.4193325
3,37.76429102,-122.4186894
3,37.7553431,-122.4066811
3,37.78313871,-122.4259287
3,37.72584109,-122.4788651
3,37.7258534,-122.4307709
2,37.77779031,-122.4128343
3,37.79709205,-122.3983331
3,37.77258279,-122.4304632
3,37.74917719,-122.4167889
3,37.73243866,-122.4056075
2,37.72566405,-122.4353138
3,37.77512753,-122.5101688
2,37.76491738,-122.4218864
3,37.7593162,-122.4669868
3,37.78203871,-122.4023215
3,37.78810668,-122.3986867
3,37.75009958,-122.4338988
3,37.77635891,-122.4575946
3,37.7815854,-122.4230902
3,37.75289936,-122.4208075
3,37.78546887,-122.4009306
2,37.74762097,-122.4980436
3,37.75237279,-122.4162655
2,37.75423033,-122.4120473
2,37.78353591,-122.4176421
3,37.77908078,-122.4856684
3,37.77395554,-122.4209584
3,37.76180871,-122.4472867
3,37.77210826,-122.4304339
3,37.77409486,-122.4200014
3,37.76924706,-122.4269556
2,37.78276323,-122.4274692
2,37.71380078,-122.4440645
3,37.72207829,-122.5017208
2,37.76930364,-122.4426108
3,37.78047851,-122.4125123
3,37.76222394,-122.4250418
3,37.79093501,-122.4182235
3,37.78603716,-122.4062129
3,37.78313871,-122.4259287
3,37.76846225,-122.4312049
3,37.77850522,-122.4770999
2,37.78196077,-122.4206382
3,37.78186545,-122.4142853
3,37.73795279,-122.4564976
3,37.75993451,-122.3987038
3,37.7840683,-122.4602725
3,37.76819748,-122.4356402
2,37.71380078,-122.4440645
3,37.79709205,-122.3983331
3,37.76267071,-122.435188
3,37.78153743,-122.4095183
3,37.7921084,-122.4009331
3,37.77228318,-122.4271796
2,37.71962708,-122.4658051
3,37.77753424,-122.4408637
3,37.78338624,-122.4098537
3,37.76701047,-122.4220201
3,37.76654458,-122.3950605
2,37.78611721,-122.4198542
3,37.77258279,-122.4304632
3,37.7553431,-122.4066811
3,37.78313871,-122.4259287
3,37.78824192,-122.4092402
3,37.78212837,-122.4155312
3,37.78611721,-122.4198542
2,37.80225051,-122.4054717
3,37.72078851,-122.463502
3,37.7897626,-122.3975745
3,37.71793409,-122.4711832
3,37.78728904,-122.4242362
3,37.77953108,-122.4135425
3,37.75237279,-122.4162655
3,37.80447272,-122.4155626
3,37.80566745,-122.4127664
3,37.77850522,-122.4770999
3,37.74429281,-122.4390916
3,37.78153743,-122.4095183
2,37.79804495,-122.3963671
3,37.73941914,-122.3987075
3,37.72692568,-122.4309652
3,37.78870661,-122.3990102
3,37.73416166,-122.4225345
3,37.73719582,-122.3827707
3,37.76423612,-122.4196598
3,37.76846225,-122.4312049
3,37.76267071,-122.435188
3,37.74812536,-122.4589638
3,37.77966604,-122.4137112
2,37.79530801,-122.393844
3,37.78538982,-122.4090932
3,37.76105223,-122.4704689
3,37.78313871,-122.4259287
2,37.72065178,-122.4490386
2,37.71226467,-122.4729324
3,37.75474274,-122.3880778
3,37.79990525,-122.4395033
3,37.74962167,-122.4751508
3,37.79070355,-122.400718
3,37.78120647,-122.5036275
3,37.76591436,-122.4277999
3,37.80036704,-122.4017108
3,37.76429102,-122.4186894
3,37.77710453,-122.3927504
3,37.72276069,-122.4550622
3,37.72072423,-122.4466086
2,37.77591187,-122.4184636
2,37.76491738,-122.4218864
3,37.78586943,-122.4835455
3,37.78097468,-122.4288251
2,37.77141541,-122.4302394
3,37.75077109,-122.4161076
2,37.78269112,-122.4095367
2,37.7863148,-122.4726258
2,37.71040922,-122.404226
3,37.78870661,-122.3990102
3,37.76701047,-122.4220201
3,37.72207829,-122.5017208
3,37.75280308,-122.4666005
2,37.78419916,-122.4142676
3,37.71857154,-122.4286418
2,37.73796988,-122.4690567
3,37.77874221,-122.4304635
3,37.77555491,-122.4404673
2,37.7330297,-122.4342263
3,37.78611721,-122.4198542
2,37.77994441,-122.4143179
3,37.76844274,-122.4222977
3,37.73025234,-122.4374858
2,37.76930364,-122.4426108
3,37.73025234,-122.4374858
3,37.7931846,-122.3947725
2,37.78186545,-122.4142853
2,37.76750446,-122.4289486
2,37.72492895,-122.4606961
3,37.76701047,-122.4220201
3,37.71857154,-122.4286418
3,37.80045186,-122.4386859
3,37.71793409,-122.4711832
2,37.79601244,-122.4293713
3,37.79746897,-122.4069446
3,37.79990525,-122.4395033
2,37.7330297,-122.4342263
3,37.7581366,-122.4488073
3,37.76227855,-122.4193325
3,37.78047851,-122.4125123
3,37.78904469,-122.4245911
3,37.78824192,-122.4092402
3,37.78047851,-122.4125123
3,37.73416166,-122.4225345
3,37.77850522,-122.4770999
3,37.777523,-122.4781688
3,37.76998561,-122.4432371
2,37.77404134,-122.423188
3,37.78630722,-122.4052948
3,37.77749384,-122.4162917
3,37.78047851,-122.4125123
3,37.78611721,-122.4198542
2,37.78894504,-122.4262523
3,37.72072423,-122.4466086
3,37.7553431,-122.4066811
2,37.7657833,-122.4075342
3,37.72800006,-122.3835814
2,37.78338624,-122.4098537
3,37.73031115,-122.3785583
2,37.79253722,-122.3940596
3,37.78429938,-122.4101413
3,37.79092291,-122.3929174
3,37.71021741,-122.4669548
3,37.78338624,-122.4098537
3,37.77465348,-122.4051182
3,37.71021741,-122.4669548
2,37.71226467,-122.4729324
2,37.7277279,-122.3976113
3,37.795649,-122.4091987
3,37.72848944,-122.4299954
3,37.71310723,-122.3878337
3,37.7134088,-122.4634202
3,37.76932252,-122.4485526
2,37.71962708,-122.4658051
2,37.78735926,-122.4082267
3,37.77228318,-122.4271796
2,37.76930364,-122.4426108
2,37.78076423,-122.4123209
2,37.77953108,-122.4135425
3,37.77953108,-122.4135425
3,37.76180871,-122.4472867
3,37.78445273,-122.4084932
3,37.76274366,-122.4217477
3,37.78048876,-122.3948973
2,37.73796988,-122.4690567
3,37.72207829,-122.5017208
2,37.75423033,-122.4120473
3,37.74906582,-122.3864279
3,37.76924706,-122.4269556
3,37.78876833,-122.40843
2,37.73677469,-122.3926258
3,37.78282703,-122.4288226
2,37.7459563,-122.4542399
3,37.76979785,-122.4485788
3,37.71912973,-122.4581009
3,37.7553431,-122.4066811
3,37.71450874,-122.4436916
3,37.78444884,-122.4160717
2,37.783052,-122.4200103
3,37.73492096,-122.449831
3,37.76844274,-122.4222977
3,37.77409486,-122.4200014
3,37.78313871,-122.4259287
3,37.77953108,-122.4135425
2,37.79601244,-122.4293713
2,37.7824485,-122.4163274
2,37.80067005,-122.4154208
2,37.78973991,-122.4120759
2,37.76965901,-122.4059392
2,37.76505134,-122.419669
3,37.7134088,-122.4634202
2,37.76409951,-122.4636332
3,37.80017956,-122.4074215
3,37.73292465,-122.4164286
3,37.75026338,-122.3875853
3,37.79115119,-122.4343619
3,37.71614137,-122.4711489
2,37.78086621,-122.4288032
3,37.76979785,-122.4485788
2,37.74996748,-122.4161001
2,37.71226467,-122.4729324
3,37.78578701,-122.4125478
3,37.76560584,-122.4104867
3,37.79025206,-122.4307368
3,37.79608821,-122.4151182
3,37.78611721,-122.4198542
2,37.77624973,-122.3961427
2,37.78315775,-122.4070157
3,37.78047851,-122.4125123
3,37.78869399,-122.4052212
3,37.78810668,-122.3986867
2,37.7715951,-122.4225263
3,37.78444884,-122.4160717
3,37.7808487,-122.4042109
3,37.76964039,-122.4535632
3,37.78586943,-122.4835455
2,37.76491738,-122.4218864
3,37.78952932,-122.4137284
2,37.78735926,-122.4082267
3,37.76701047,-122.4220201
2,37.78366898,-122.4109266
3,37.77850522,-122.4770999
3,37.78444884,-122.4160717
2,37.78034755,-122.406488
2,37.77183448,-122.4269485
3,37.78002149,-122.4321144
2,37.79035287,-122.4076956
3,37.71380078,-122.4440645
3,37.79879396,-122.4089284
3,37.72093388,-122.4581113
2,37.70976253,-122.449675
2,37.78002149,-122.4321144
2,37.7858929,-122.4197387
3,37.76598375,-122.4321519
2,37.74762097,-122.4980436
2,37.77046954,-122.4433117
3,37.76654458,-122.3950605
2,37.78122345,-122.4089281
3,37.73531634,-122.4137055
3,37.7897626,-122.3975745
2,37.74890733,-122.4327401
2,37.77978853,-122.415127
3,37.78410586,-122.4015395
3,37.78720346,-122.3987896
3,37.72276069,-122.4550622
3,37.77918239,-122.4097939
3,37.78480739,-122.4136154
3,37.71614137,-122.4711489
2,37.78398256,-122.4117625
3,37.78058034,-122.4767083
3,37.72207829,-122.5017208
3,37.78538982,-122.4090932
3,37.78370693,-122.4085951
2,37.78735926,-122.4082267
3,37.79777923,-122.407828
2,37.73619953,-122.4167757
3,37.79879396,-122.4089284
3,37.7931846,-122.3947725
2,37.78729529,-122.4158061
2,37.77745742,-122.4131577
3,37.76513693,-122.4555925
3,37.77228318,-122.4271796
2,37.74942008,-122.4260668
3,37.72078851,-122.463502
3,37.71380078,-122.4440645
3,37.73588581,-122.3827051
3,37.71380078,-122.4440645
3,37.78778674,-122.4030709
2,37.77708933,-122.3949815
3,37.79746897,-122.4069446
3,37.78802055,-122.4260616
3,37.7635007,-122.4342096
3,37.79790515,-122.4102915
3,37.74812536,-122.4589638
3,37.78810668,-122.3986867
3,37.7553431,-122.4066811
3,37.77776524,-122.4199337
3,37.75847727,-122.4863777
2,37.78735926,-122.4082267
2,37.75197042,-122.429626
3,37.72569336,-122.4522897
2,37.78708179,-122.4258678
3,37.77128553,-122.4132043
3,37.78720346,-122.3987896
3,37.78086621,-122.4288032
3,37.71857154,-122.4286418
3,37.77985107,-122.5094329
2,37.78434554,-122.4077851
3,37.7890669,-122.3923394
2,37.72721673,-122.3823203
3,37.78097118,-122.4087087
3,37.76552195,-122.4109658
2,37.76409951,-122.4636332
2,37.78409104,-122.4117844
3,37.80036704,-122.4017108
3,37.79790515,-122.4102915
2,37.7772727,-122.4040703
3,37.78047851,-122.4125123
3,37.71518415,-122.4680755
2,37.75703373,-122.4767584
3,37.71858899,-122.3962187
3,37.77626951,-122.4172576
3,37.7890669,-122.3923394
3,37.80036704,-122.4017108
3,37.78611721,-122.4198542
3,37.78876833,-122.40843
3,37.79029235,-122.4374952
3,37.73292465,-122.4164286
3,37.7553431,-122.4066811
2,37.76666722,-122.4297699
2,37.75182757,-122.4319807
2,37.75994178,-122.3967612
3,37.77953108,-122.4135425
3,37.73243866,-122.4056075
3,37.76654458,-122.3950605
3,37.82881381,-122.3762632
2,37.74479756,-122.4643238
3,37.78538982,-122.4090932
3,37.78114586,-122.409026
3,37.79006977,-122.4001732
3,37.76964039,-122.4535632
3,37.78153743,-122.4095183
2,37.74762097,-122.4980436
3,37.77258279,-122.4304632
3,37.71857154,-122.4286418
3,37.78988335,-122.4180124
3,37.79251545,-122.409198
3,37.78001867,-122.4169262
3,37.76274366,-122.4217477
3,37.72692568,-122.4309652
2,37.75100329,-122.5074162
3,37.71040922,-122.404226
3,37.77458565,-122.4628134
3,37.78563178,-122.4137826
3,37.8028277,-122.4130343
3,37.73845789,-122.4070545
3,37.71450874,-122.4436916
3,37.78546887,-122.4009306
2,37.79868901,-122.4150619
3,37.77626951,-122.4172576
3,37.77409486,-122.4200014
3,37.76560584,-122.4104867
3,37.76505134,-122.419669
2,37.77404333,-122.4143677
3,37.74727247,-122.4351542
2,37.78160513,-122.4163363
3,37.78044571,-122.4329734
3,37.79367584,-122.4255257
2,37.76653444,-122.4431814
3,37.79761461,-122.4091648
3,37.75936549,-122.4069469
3,37.79046311,-122.4139159
3,37.76267071,-122.435188
2,37.74140651,-122.4621625
3,37.74245675,-122.4055814
2,37.77745742,-122.4131577
2,37.72200161,-122.4013414
3,37.71827939,-122.4258348
2,37.74890733,-122.4327401
3,37.72584109,-122.4788651
3,37.77258279,-122.4304632
3,37.72584109,-122.4788651
3,37.79777923,-122.407828
3,37.78630722,-122.4052948
3,37.77762424,-122.3999811
3,37.76202937,-122.4295465
2,37.72993469,-122.3977444
3,37.78313871,-122.4259287
3,37.78313871,-122.4259287
2,37.7868758,-122.4081998
3,37.72800006,-122.3835814
3,37.76598375,-122.4321519
3,37.75117143,-122.3973798
3,37.78047851,-122.4125123
3,37.7890669,-122.3923394
3,37.77258279,-122.4304632
2,37.78429938,-122.4101413
2,37.77762424,-122.3999811
3,37.79093501,-122.4182235
2,37.76429934,-122.4185514
3,37.77635891,-122.4575946
2,37.77141541,-122.4302394
3,37.77258279,-122.4304632
2,37.73677469,-122.3926258
2,37.76400554,-122.4657739
3,37.73719582,-122.3827707
3,37.77395554,-122.4209584
3,37.77953108,-122.4135425
3,37.77458565,-122.4628134
2,37.78153743,-122.4095183
3,37.71021741,-122.4669548
3,37.77395554,-122.4209584
3,37.76429102,-122.4186894
3,37.79608821,-122.4151182
3,37.77635891,-122.4575946
3,37.74479756,-122.4643238
3,37.74828588,-122.4170443
3,37.78002149,-122.4321144
2,37.77409486,-122.4200014
3,37.78002149,-122.4321144
3,37.77458565,-122.4628134
2,37.75628408,-122.493745
3,37.71857154,-122.4286418
3,37.76924706,-122.4269556
3,37.73416166,-122.4225345
3,37.77776524,-122.4199337
3,37.77850522,-122.4770999
3,37.7921084,-122.4009331
2,37.78698698,-122.4191104
3,37.73588581,-122.3827051
2,37.75749072,-122.4379591
2,37.78034755,-122.406488
3,37.7840683,-122.4602725
3,37.78153743,-122.4095183
3,37.76105223,-122.4704689
3,37.72296132,-122.4495586
3,37.78044571,-122.4329734
3,37.76202937,-122.4295465
2,37.71380078,-122.4440645
3,37.7617336,-122.4096322
3,37.79746472,-122.4146678
2,37.7894784,-122.4061669
3,37.80036704,-122.4017108
3,37.74429281,-122.4390916
3,37.79367584,-122.4255257
3,37.74245675,-122.4055814
3,37.73479736,-122.3906938
3,37.79537371,-122.4082345
3,37.8038771,-122.4041571
3,37.77258279,-122.4304632
3,37.78594273,-122.4189026
3,37.78620266,-122.4096831
2,37.71191456,-122.4160003
3,37.79006977,-122.4001732
3,37.7553431,-122.4066811
3,37.79189894,-122.4025713
3,37.78000587,-122.4119334
3,37.7258534,-122.4307709
3,37.71380078,-122.4440645
3,37.76819748,-122.4356402
3,37.777523,-122.4781688
3,37.75271254,-122.4095929
3,37.73479736,-122.3906938
3,37.78120647,-122.5036275
3,37.76819748,-122.4356402
3,37.77228318,-122.4271796
3,37.75289936,-122.4208075
3,37.78575696,-122.4248411
3,37.76959271,-122.4166885
3,37.79746472,-122.4146678
3,37.75271254,-122.4095929
3,37.78313871,-122.4259287
3,37.72848944,-122.4299954
3,37.73031115,-122.3785583
3,37.75077109,-122.4161076
3,37.77228318,-122.4271796
3,37.71518415,-122.4680755
3,37.78313871,-122.4259287
3,37.78116435,-122.4520745
2,37.71226467,-122.4729324
2,37.7657833,-122.4075342
3,37.77409486,-122.4200014
3,37.78097118,-122.4087087
3,37.78367395,-122.415073
3,37.75117143,-122.3973798
3,37.78833714,-122.4160172
3,37.79154121,-122.4485123
3,37.73795279,-122.4564976
3,37.76972086,-122.4179492
2,37.79855245,-122.4239821
2,37.7863148,-122.4726258
3,37.78044571,-122.4329734
2,37.75197042,-122.429626
3,37.7553431,-122.4066811
3,37.79537371,-122.4082345
3,37.77530725,-122.4574433
2,37.76491738,-122.4218864
3,37.77762424,-122.3999811
2,37.75939479,-122.508071
2,37.78676443,-122.4274903
3,37.78114586,-122.409026
3,37.79006977,-122.4001732
3,37.7854812,-122.4212035
3,37.80036704,-122.4017108
3,37.71857154,-122.4286418
2,37.72009032,-122.4295992
2,37.79546611,-122.3967716
3,37.78568169,-122.4591788
2,37.79154569,-122.4200366
3,37.71857154,-122.4286418
3,37.76511658,-122.4310228
3,37.78367395,-122.415073
2,37.79804495,-122.3963671
2,37.80163321,-122.4478196
3,37.72800006,-122.3835814
3,37.78640961,-122.4080362
3,37.78313871,-122.4259287
2,37.72669775,-122.388899
3,37.75237279,-122.4162655
3,37.76846225,-122.4312049
3,37.78434554,-122.4077851
3,37.76819748,-122.4356402
2,37.76505134,-122.419669
3,37.71827939,-122.4258348
3,37.78568169,-122.4591788
3,37.78640961,-122.4080362
3,37.79154121,-122.4485123
3,37.76979785,-122.4485788
3,37.80017956,-122.4074215
3,37.78393258,-122.4125953
3,37.76924706,-122.4269556
2,37.79253722,-122.3940596
3,37.7553431,-122.4066811
2,37.72380172,-122.4734654
3,37.79537371,-122.4082345
3,37.79790515,-122.4102915
3,37.78097468,-122.4288251
3,37.78153743,-122.4095183
3,37.75009958,-122.4338988
2,37.72492895,-122.4606961
3,37.78904469,-122.4245911
2,37.76378654,-122.435219
3,37.73492096,-122.449831
3,37.76222394,-122.4250418
3,37.80566745,-122.4127664
3,37.75703373,-122.4767584
2,37.7657833,-122.4075342
3,37.73479736,-122.3906938
3,37.78429938,-122.4101413
3,37.78429938,-122.4101413
3,37.79025206,-122.4307368
2,37.79804495,-122.3963671
